Метрика,Сравнение,Порог,Тип наблюдений,Пара сезонов,Jaccard (клики),Jaccard (независимые),Сезон,Пара наблюдений
pearson,по сезонам,0.05,hour,winter vs spring,0.0,0.0,,
pearson,по сезонам,0.05,hour,winter vs summer,0.0,1.0,,
pearson,по сезонам,0.05,hour,winter vs autumn,0.0,0.0,,
pearson,по сезонам,0.05,hour,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.05,hour,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.05,hour,summer vs autumn,0.0,0.0,,
pearson,по сезонам,0.05,day,winter vs spring,0.0,0.5,,
pearson,по сезонам,0.05,day,winter vs summer,0.2,0.3333333333333333,,
pearson,по сезонам,0.05,day,winter vs autumn,0.0,0.0,,
pearson,по сезонам,0.05,day,spring vs summer,0.0,0.5,,
pearson,по сезонам,0.05,day,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.05,day,summer vs autumn,0.0,0.0,,
pearson,по сезонам,0.05,month,winter vs spring,1.0,0.0,,
pearson,по сезонам,0.05,month,winter vs summer,1.0,0.0,,
pearson,по сезонам,0.05,month,winter vs autumn,1.0,0.0,,
pearson,по сезонам,0.05,month,spring vs summer,1.0,0.0,,
pearson,по сезонам,0.05,month,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.05,month,summer vs autumn,1.0,1.0,,
pearson,по типу наблюдений,0.05,,,1.0,0.0,winter,hour vs day
pearson,по типу наблюдений,0.05,,,0.0,1.0,winter,hour vs month
pearson,по типу наблюдений,0.05,,,0.0,0.0,winter,day vs month
pearson,по типу наблюдений,0.05,,,1.0,0.0,spring,hour vs day
pearson,по типу наблюдений,0.05,,,1.0,0.0,spring,hour vs month
pearson,по типу наблюдений,0.05,,,1.0,0.0,spring,day vs month
pearson,по типу наблюдений,0.05,,,0.0,0.0,summer,hour vs day
pearson,по типу наблюдений,0.05,,,0.0,0.0,summer,hour vs month
pearson,по типу наблюдений,0.05,,,0.0,0.0,summer,day vs month
pearson,по типу наблюдений,0.05,,,1.0,0.0,autumn,hour vs day
pearson,по типу наблюдений,0.05,,,1.0,0.0,autumn,hour vs month
pearson,по типу наблюдений,0.05,,,1.0,0.0,autumn,day vs month
kendall,по сезонам,0.05,hour,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.05,hour,winter vs summer,0.25,0.3333333333333333,,
kendall,по сезонам,0.05,hour,winter vs autumn,0.0,0.5,,
kendall,по сезонам,0.05,hour,spring vs summer,0.0,0.0,,
kendall,по сезонам,0.05,hour,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.05,hour,summer vs autumn,0.0,0.5,,
kendall,по сезонам,0.05,day,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.05,day,winter vs summer,0.16666666666666666,0.0,,
kendall,по сезонам,0.05,day,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.05,day,spring vs summer,0.0,0.0,,
kendall,по сезонам,0.05,day,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.05,day,summer vs autumn,0.0,1.0,,
kendall,по сезонам,0.05,month,winter vs spring,1.0,0.0,,
kendall,по сезонам,0.05,month,winter vs summer,1.0,0.0,,
kendall,по сезонам,0.05,month,winter vs autumn,1.0,0.0,,
kendall,по сезонам,0.05,month,spring vs summer,1.0,0.0,,
kendall,по сезонам,0.05,month,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.05,month,summer vs autumn,1.0,0.0,,
kendall,по типу наблюдений,0.05,,,1.0,0.0,winter,hour vs day
kendall,по типу наблюдений,0.05,,,0.0,0.5,winter,hour vs month
kendall,по типу наблюдений,0.05,,,0.0,0.0,winter,day vs month
kendall,по типу наблюдений,0.05,,,1.0,0.0,spring,hour vs day
kendall,по типу наблюдений,0.05,,,1.0,0.0,spring,hour vs month
kendall,по типу наблюдений,0.05,,,1.0,0.0,spring,day vs month
kendall,по типу наблюдений,0.05,,,0.0,0.5,summer,hour vs day
kendall,по типу наблюдений,0.05,,,0.0,0.5,summer,hour vs month
kendall,по типу наблюдений,0.05,,,0.0,0.0,summer,day vs month
kendall,по типу наблюдений,0.05,,,1.0,1.0,autumn,hour vs day
kendall,по типу наблюдений,0.05,,,1.0,0.0,autumn,hour vs month
kendall,по типу наблюдений,0.05,,,1.0,0.0,autumn,day vs month
pearson,по сезонам,0.1,hour,winter vs spring,0.0,0.0,,
pearson,по сезонам,0.1,hour,winter vs summer,0.25,0.0,,
pearson,по сезонам,0.1,hour,winter vs autumn,0.0,1.0,,
pearson,по сезонам,0.1,hour,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.1,hour,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.1,hour,summer vs autumn,0.0,0.0,,
pearson,по сезонам,0.1,day,winter vs spring,0.0,0.0,,
pearson,по сезонам,0.1,day,winter vs summer,0.2,0.0,,
pearson,по сезонам,0.1,day,winter vs autumn,0.0,0.0,,
pearson,по сезонам,0.1,day,spring vs summer,0.0,0.5,,
pearson,по сезонам,0.1,day,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.1,day,summer vs autumn,0.0,0.0,,
pearson,по сезонам,0.1,month,winter vs spring,1.0,0.0,,
pearson,по сезонам,0.1,month,winter vs summer,0.0,0.0,,
pearson,по сезонам,0.1,month,winter vs autumn,1.0,0.0,,
pearson,по сезонам,0.1,month,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.1,month,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.1,month,summer vs autumn,0.0,0.0,,
pearson,по типу наблюдений,0.1,,,0.25,1.0,winter,hour vs day
pearson,по типу наблюдений,0.1,,,0.0,0.0,winter,hour vs month
pearson,по типу наблюдений,0.1,,,0.0,0.0,winter,day vs month
pearson,по типу наблюдений,0.1,,,1.0,0.0,spring,hour vs day
pearson,по типу наблюдений,0.1,,,1.0,0.0,spring,hour vs month
pearson,по типу наблюдений,0.1,,,1.0,0.0,spring,day vs month
pearson,по типу наблюдений,0.1,,,0.0,0.0,summer,hour vs day
pearson,по типу наблюдений,0.1,,,0.3333333333333333,0.0,summer,hour vs month
pearson,по типу наблюдений,0.1,,,0.0,0.0,summer,day vs month
pearson,по типу наблюдений,0.1,,,1.0,0.0,autumn,hour vs day
pearson,по типу наблюдений,0.1,,,1.0,1.0,autumn,hour vs month
pearson,по типу наблюдений,0.1,,,1.0,0.0,autumn,day vs month
kendall,по сезонам,0.1,hour,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.1,hour,winter vs summer,0.5,1.0,,
kendall,по сезонам,0.1,hour,winter vs autumn,0.0,0.5,,
kendall,по сезонам,0.1,hour,spring vs summer,0.0,0.0,,
kendall,по сезонам,0.1,hour,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.1,hour,summer vs autumn,0.0,0.5,,
kendall,по сезонам,0.1,day,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.1,day,winter vs summer,0.0,0.0,,
kendall,по сезонам,0.1,day,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.1,day,spring vs summer,0.0,0.5,,
kendall,по сезонам,0.1,day,spring vs autumn,1.0,1.0,,
kendall,по сезонам,0.1,day,summer vs autumn,0.0,0.5,,
kendall,по сезонам,0.1,month,winter vs spring,1.0,0.0,,
kendall,по сезонам,0.1,month,winter vs summer,1.0,0.0,,
kendall,по сезонам,0.1,month,winter vs autumn,1.0,0.0,,
kendall,по сезонам,0.1,month,spring vs summer,1.0,0.0,,
kendall,по сезонам,0.1,month,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.1,month,summer vs autumn,1.0,0.0,,
kendall,по типу наблюдений,0.1,,,1.0,0.0,winter,hour vs day
kendall,по типу наблюдений,0.1,,,0.0,0.0,winter,hour vs month
kendall,по типу наблюдений,0.1,,,0.0,0.0,winter,day vs month
kendall,по типу наблюдений,0.1,,,1.0,1.0,spring,hour vs day
kendall,по типу наблюдений,0.1,,,1.0,0.0,spring,hour vs month
kendall,по типу наблюдений,0.1,,,1.0,0.0,spring,day vs month
kendall,по типу наблюдений,0.1,,,0.0,0.3333333333333333,summer,hour vs day
kendall,по типу наблюдений,0.1,,,0.0,0.0,summer,hour vs month
kendall,по типу наблюдений,0.1,,,0.0,0.0,summer,day vs month
kendall,по типу наблюдений,0.1,,,1.0,0.0,autumn,hour vs day
kendall,по типу наблюдений,0.1,,,1.0,1.0,autumn,hour vs month
kendall,по типу наблюдений,0.1,,,1.0,0.0,autumn,day vs month
pearson,по сезонам,0.15,hour,winter vs spring,0.0,0.0,,
pearson,по сезонам,0.15,hour,winter vs summer,0.5,0.3333333333333333,,
pearson,по сезонам,0.15,hour,winter vs autumn,0.0,0.0,,
pearson,по сезонам,0.15,hour,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.15,hour,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.15,hour,summer vs autumn,0.0,0.0,,
pearson,по сезонам,0.15,day,winter vs spring,0.0,0.0,,
pearson,по сезонам,0.15,day,winter vs summer,0.0,0.0,,
pearson,по сезонам,0.15,day,winter vs autumn,0.0,1.0,,
pearson,по сезонам,0.15,day,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.15,day,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.15,day,summer vs autumn,0.0,0.0,,
pearson,по сезонам,0.15,month,winter vs spring,1.0,0.0,,
pearson,по сезонам,0.15,month,winter vs summer,0.0,0.0,,
pearson,по сезонам,0.15,month,winter vs autumn,1.0,0.0,,
pearson,по сезонам,0.15,month,spring vs summer,0.0,1.0,,
pearson,по сезонам,0.15,month,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.15,month,summer vs autumn,0.0,0.0,,
pearson,по типу наблюдений,0.15,,,1.0,0.0,winter,hour vs day
pearson,по типу наблюдений,0.15,,,0.0,0.0,winter,hour vs month
pearson,по типу наблюдений,0.15,,,0.0,0.0,winter,day vs month
pearson,по типу наблюдений,0.15,,,1.0,0.0,spring,hour vs day
pearson,по типу наблюдений,0.15,,,1.0,0.0,spring,hour vs month
pearson,по типу наблюдений,0.15,,,1.0,0.0,spring,day vs month
pearson,по типу наблюдений,0.15,,,0.0,0.3333333333333333,summer,hour vs day
pearson,по типу наблюдений,0.15,,,0.16666666666666666,0.5,summer,hour vs month
pearson,по типу наблюдений,0.15,,,0.3333333333333333,0.5,summer,day vs month
pearson,по типу наблюдений,0.15,,,1.0,0.0,autumn,hour vs day
pearson,по типу наблюдений,0.15,,,1.0,0.0,autumn,hour vs month
pearson,по типу наблюдений,0.15,,,1.0,0.0,autumn,day vs month
kendall,по сезонам,0.15,hour,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.15,hour,winter vs summer,0.5,0.3333333333333333,,
kendall,по сезонам,0.15,hour,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.15,hour,spring vs summer,0.0,0.0,,
kendall,по сезонам,0.15,hour,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.15,hour,summer vs autumn,0.0,0.5,,
kendall,по сезонам,0.15,day,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.15,day,winter vs summer,0.0,0.0,,
kendall,по сезонам,0.15,day,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.15,day,spring vs summer,0.0,0.0,,
kendall,по сезонам,0.15,day,spring vs autumn,1.0,1.0,,
kendall,по сезонам,0.15,day,summer vs autumn,0.0,0.0,,
kendall,по сезонам,0.15,month,winter vs spring,1.0,0.0,,
kendall,по сезонам,0.15,month,winter vs summer,1.0,0.0,,
kendall,по сезонам,0.15,month,winter vs autumn,1.0,0.0,,
kendall,по сезонам,0.15,month,spring vs summer,1.0,0.0,,
kendall,по сезонам,0.15,month,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.15,month,summer vs autumn,1.0,1.0,,
kendall,по типу наблюдений,0.15,,,1.0,0.0,winter,hour vs day
kendall,по типу наблюдений,0.15,,,0.0,0.0,winter,hour vs month
kendall,по типу наблюдений,0.15,,,0.0,0.0,winter,day vs month
kendall,по типу наблюдений,0.15,,,1.0,0.0,spring,hour vs day
kendall,по типу наблюдений,0.15,,,1.0,0.0,spring,hour vs month
kendall,по типу наблюдений,0.15,,,1.0,0.0,spring,day vs month
kendall,по типу наблюдений,0.15,,,0.0,0.0,summer,hour vs day
kendall,по типу наблюдений,0.15,,,0.0,0.0,summer,hour vs month
kendall,по типу наблюдений,0.15,,,0.0,0.5,summer,day vs month
kendall,по типу наблюдений,0.15,,,1.0,0.0,autumn,hour vs day
kendall,по типу наблюдений,0.15,,,1.0,0.0,autumn,hour vs month
kendall,по типу наблюдений,0.15,,,1.0,0.0,autumn,day vs month
pearson,по сезонам,0.2,hour,winter vs spring,0.0,0.0,,
pearson,по сезонам,0.2,hour,winter vs summer,0.5,0.6666666666666666,,
pearson,по сезонам,0.2,hour,winter vs autumn,0.0,0.0,,
pearson,по сезонам,0.2,hour,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.2,hour,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.2,hour,summer vs autumn,0.0,0.0,,
pearson,по сезонам,0.2,day,winter vs spring,0.0,0.5,,
pearson,по сезонам,0.2,day,winter vs summer,0.0,0.3333333333333333,,
pearson,по сезонам,0.2,day,winter vs autumn,0.0,0.0,,
pearson,по сезонам,0.2,day,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.2,day,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.2,day,summer vs autumn,0.0,0.5,,
pearson,по сезонам,0.2,month,winter vs spring,1.0,0.0,,
pearson,по сезонам,0.2,month,winter vs summer,0.0,0.0,,
pearson,по сезонам,0.2,month,winter vs autumn,1.0,0.0,,
pearson,по сезонам,0.2,month,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.2,month,spring vs autumn,1.0,1.0,,
pearson,по сезонам,0.2,month,summer vs autumn,0.0,0.0,,
pearson,по типу наблюдений,0.2,,,0.5,0.3333333333333333,winter,hour vs day
pearson,по типу наблюдений,0.2,,,0.0,0.0,winter,hour vs month
pearson,по типу наблюдений,0.2,,,0.0,0.5,winter,day vs month
pearson,по типу наблюдений,0.2,,,1.0,0.0,spring,hour vs day
pearson,по типу наблюдений,0.2,,,1.0,0.0,spring,hour vs month
pearson,по типу наблюдений,0.2,,,1.0,0.0,spring,day vs month
pearson,по типу наблюдений,0.2,,,0.0,0.6666666666666666,summer,hour vs day
pearson,по типу наблюдений,0.2,,,0.0,0.25,summer,hour vs month
pearson,по типу наблюдений,0.2,,,0.3333333333333333,0.0,summer,day vs month
pearson,по типу наблюдений,0.2,,,1.0,0.0,autumn,hour vs day
pearson,по типу наблюдений,0.2,,,1.0,0.0,autumn,hour vs month
pearson,по типу наблюдений,0.2,,,1.0,0.0,autumn,day vs month
kendall,по сезонам,0.2,hour,winter vs spring,0.0,0.5,,
kendall,по сезонам,0.2,hour,winter vs summer,0.5,0.3333333333333333,,
kendall,по сезонам,0.2,hour,winter vs autumn,0.0,0.5,,
kendall,по сезонам,0.2,hour,spring vs summer,0.0,0.5,,
kendall,по сезонам,0.2,hour,spring vs autumn,1.0,1.0,,
kendall,по сезонам,0.2,hour,summer vs autumn,0.0,0.5,,
kendall,по сезонам,0.2,day,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.2,day,winter vs summer,0.0,0.3333333333333333,,
kendall,по сезонам,0.2,day,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.2,day,spring vs summer,0.0,0.0,,
kendall,по сезонам,0.2,day,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.2,day,summer vs autumn,0.0,0.0,,
kendall,по сезонам,0.2,month,winter vs spring,1.0,0.0,,
kendall,по сезонам,0.2,month,winter vs summer,1.0,0.0,,
kendall,по сезонам,0.2,month,winter vs autumn,1.0,0.0,,
kendall,по сезонам,0.2,month,spring vs summer,1.0,0.0,,
kendall,по сезонам,0.2,month,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.2,month,summer vs autumn,1.0,1.0,,
kendall,по типу наблюдений,0.2,,,1.0,1.0,winter,hour vs day
kendall,по типу наблюдений,0.2,,,0.0,0.0,winter,hour vs month
kendall,по типу наблюдений,0.2,,,0.0,0.0,winter,day vs month
kendall,по типу наблюдений,0.2,,,1.0,0.0,spring,hour vs day
kendall,по типу наблюдений,0.2,,,1.0,0.0,spring,hour vs month
kendall,по типу наблюдений,0.2,,,1.0,0.0,spring,day vs month
kendall,по типу наблюдений,0.2,,,0.0,0.0,summer,hour vs day
kendall,по типу наблюдений,0.2,,,0.0,0.0,summer,hour vs month
kendall,по типу наблюдений,0.2,,,0.0,0.5,summer,day vs month
kendall,по типу наблюдений,0.2,,,1.0,0.0,autumn,hour vs day
kendall,по типу наблюдений,0.2,,,1.0,0.0,autumn,hour vs month
kendall,по типу наблюдений,0.2,,,1.0,0.0,autumn,day vs month
pearson,по сезонам,0.25,hour,winter vs spring,0.0,0.0,,
pearson,по сезонам,0.25,hour,winter vs summer,0.5,0.25,,
pearson,по сезонам,0.25,hour,winter vs autumn,0.0,0.5,,
pearson,по сезонам,0.25,hour,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.25,hour,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.25,hour,summer vs autumn,0.0,0.3333333333333333,,
pearson,по сезонам,0.25,day,winter vs spring,0.0,0.5,,
pearson,по сезонам,0.25,day,winter vs summer,0.0,0.3333333333333333,,
pearson,по сезонам,0.25,day,winter vs autumn,0.0,0.5,,
pearson,по сезонам,0.25,day,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.25,day,spring vs autumn,1.0,1.0,,
pearson,по сезонам,0.25,day,summer vs autumn,0.0,0.0,,
pearson,по сезонам,0.25,month,winter vs spring,1.0,1.0,,
pearson,по сезонам,0.25,month,winter vs summer,0.0,0.5,,
pearson,по сезонам,0.25,month,winter vs autumn,1.0,0.0,,
pearson,по сезонам,0.25,month,spring vs summer,0.0,0.5,,
pearson,по сезонам,0.25,month,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.25,month,summer vs autumn,0.0,0.0,,
pearson,по типу наблюдений,0.25,,,1.0,0.3333333333333333,winter,hour vs day
pearson,по типу наблюдений,0.25,,,0.0,0.0,winter,hour vs month
pearson,по типу наблюдений,0.25,,,0.0,0.0,winter,day vs month
pearson,по типу наблюдений,0.25,,,1.0,0.0,spring,hour vs day
pearson,по типу наблюдений,0.25,,,1.0,0.0,spring,hour vs month
pearson,по типу наблюдений,0.25,,,1.0,0.0,spring,day vs month
pearson,по типу наблюдений,0.25,,,0.0,0.25,summer,hour vs day
pearson,по типу наблюдений,0.25,,,0.0,0.25,summer,hour vs month
pearson,по типу наблюдений,0.25,,,0.4,0.0,summer,day vs month
pearson,по типу наблюдений,0.25,,,1.0,1.0,autumn,hour vs day
pearson,по типу наблюдений,0.25,,,1.0,0.0,autumn,hour vs month
pearson,по типу наблюдений,0.25,,,1.0,0.0,autumn,day vs month
kendall,по сезонам,0.25,hour,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.25,hour,winter vs summer,0.3333333333333333,1.0,,
kendall,по сезонам,0.25,hour,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.25,hour,spring vs summer,0.0,0.0,,
kendall,по сезонам,0.25,hour,spring vs autumn,1.0,1.0,,
kendall,по сезонам,0.25,hour,summer vs autumn,0.0,0.0,,
kendall,по сезонам,0.25,day,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.25,day,winter vs summer,0.14285714285714285,0.5,,
kendall,по сезонам,0.25,day,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.25,day,spring vs summer,0.0,0.0,,
kendall,по сезонам,0.25,day,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.25,day,summer vs autumn,0.0,0.0,,
kendall,по сезонам,0.25,month,winter vs spring,1.0,0.0,,
kendall,по сезонам,0.25,month,winter vs summer,1.0,0.0,,
kendall,по сезонам,0.25,month,winter vs autumn,1.0,0.0,,
kendall,по сезонам,0.25,month,spring vs summer,1.0,0.0,,
kendall,по сезонам,0.25,month,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.25,month,summer vs autumn,1.0,0.0,,
kendall,по типу наблюдений,0.25,,,1.0,0.25,winter,hour vs day
kendall,по типу наблюдений,0.25,,,0.0,0.0,winter,hour vs month
kendall,по типу наблюдений,0.25,,,0.0,0.5,winter,day vs month
kendall,по типу наблюдений,0.25,,,1.0,0.0,spring,hour vs day
kendall,по типу наблюдений,0.25,,,1.0,0.0,spring,hour vs month
kendall,по типу наблюдений,0.25,,,1.0,0.0,spring,day vs month
kendall,по типу наблюдений,0.25,,,0.14285714285714285,0.4,summer,hour vs day
kendall,по типу наблюдений,0.25,,,0.0,0.3333333333333333,summer,hour vs month
kendall,по типу наблюдений,0.25,,,0.0,0.0,summer,day vs month
kendall,по типу наблюдений,0.25,,,1.0,0.0,autumn,hour vs day
kendall,по типу наблюдений,0.25,,,1.0,1.0,autumn,hour vs month
kendall,по типу наблюдений,0.25,,,1.0,0.0,autumn,day vs month
pearson,по сезонам,0.3,hour,winter vs spring,0.0,0.3333333333333333,,
pearson,по сезонам,0.3,hour,winter vs summer,0.0,0.2,,
pearson,по сезонам,0.3,hour,winter vs autumn,0.0,0.3333333333333333,,
pearson,по сезонам,0.3,hour,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.3,hour,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.3,hour,summer vs autumn,0.0,0.3333333333333333,,
pearson,по сезонам,0.3,day,winter vs spring,0.0,0.0,,
pearson,по сезонам,0.3,day,winter vs summer,0.0,0.0,,
pearson,по сезонам,0.3,day,winter vs autumn,0.0,0.0,,
pearson,по сезонам,0.3,day,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.3,day,spring vs autumn,1.0,1.0,,
pearson,по сезонам,0.3,day,summer vs autumn,0.0,0.0,,
pearson,по сезонам,0.3,month,winter vs spring,1.0,1.0,,
pearson,по сезонам,0.3,month,winter vs summer,0.0,0.5,,
pearson,по сезонам,0.3,month,winter vs autumn,1.0,1.0,,
pearson,по сезонам,0.3,month,spring vs summer,0.0,0.5,,
pearson,по сезонам,0.3,month,spring vs autumn,1.0,1.0,,
pearson,по сезонам,0.3,month,summer vs autumn,0.0,0.5,,
pearson,по типу наблюдений,0.3,,,0.5,0.25,winter,hour vs day
pearson,по типу наблюдений,0.3,,,0.0,0.3333333333333333,winter,hour vs month
pearson,по типу наблюдений,0.3,,,0.0,0.0,winter,day vs month
pearson,по типу наблюдений,0.3,,,1.0,0.0,spring,hour vs day
pearson,по типу наблюдений,0.3,,,1.0,0.0,spring,hour vs month
pearson,по типу наблюдений,0.3,,,1.0,0.0,spring,day vs month
pearson,по типу наблюдений,0.3,,,0.14285714285714285,0.0,summer,hour vs day
pearson,по типу наблюдений,0.3,,,0.14285714285714285,0.0,summer,hour vs month
pearson,по типу наблюдений,0.3,,,0.0,1.0,summer,day vs month
pearson,по типу наблюдений,0.3,,,1.0,0.0,autumn,hour vs day
pearson,по типу наблюдений,0.3,,,1.0,0.0,autumn,hour vs month
pearson,по типу наблюдений,0.3,,,1.0,0.0,autumn,day vs month
kendall,по сезонам,0.3,hour,winter vs spring,0.0,0.3333333333333333,,
kendall,по сезонам,0.3,hour,winter vs summer,1.0,0.2,,
kendall,по сезонам,0.3,hour,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.3,hour,spring vs summer,0.0,0.0,,
kendall,по сезонам,0.3,hour,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.3,hour,summer vs autumn,0.0,0.3333333333333333,,
kendall,по сезонам,0.3,day,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.3,day,winter vs summer,0.0,0.4,,
kendall,по сезонам,0.3,day,winter vs autumn,0.0,0.3333333333333333,,
kendall,по сезонам,0.3,day,spring vs summer,0.0,0.0,,
kendall,по сезонам,0.3,day,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.3,day,summer vs autumn,0.0,0.25,,
kendall,по сезонам,0.3,month,winter vs spring,1.0,1.0,,
kendall,по сезонам,0.3,month,winter vs summer,1.0,0.0,,
kendall,по сезонам,0.3,month,winter vs autumn,1.0,0.0,,
kendall,по сезонам,0.3,month,spring vs summer,1.0,0.0,,
kendall,по сезонам,0.3,month,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.3,month,summer vs autumn,1.0,1.0,,
kendall,по типу наблюдений,0.3,,,0.6,0.5,winter,hour vs day
kendall,по типу наблюдений,0.3,,,0.0,0.0,winter,hour vs month
kendall,по типу наблюдений,0.3,,,0.0,0.0,winter,day vs month
kendall,по типу наблюдений,0.3,,,1.0,0.0,spring,hour vs day
kendall,по типу наблюдений,0.3,,,1.0,0.0,spring,hour vs month
kendall,по типу наблюдений,0.3,,,1.0,1.0,spring,day vs month
kendall,по типу наблюдений,0.3,,,0.125,0.4,summer,hour vs day
kendall,по типу наблюдений,0.3,,,0.0,0.3333333333333333,summer,hour vs month
kendall,по типу наблюдений,0.3,,,0.0,0.25,summer,day vs month
kendall,по типу наблюдений,0.3,,,1.0,0.0,autumn,hour vs day
kendall,по типу наблюдений,0.3,,,1.0,0.0,autumn,hour vs month
kendall,по типу наблюдений,0.3,,,1.0,1.0,autumn,day vs month
pearson,по сезонам,0.35,hour,winter vs spring,0.0,0.0,,
pearson,по сезонам,0.35,hour,winter vs summer,0.16666666666666666,1.0,,
pearson,по сезонам,0.35,hour,winter vs autumn,0.0,0.3333333333333333,,
pearson,по сезонам,0.35,hour,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.35,hour,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.35,hour,summer vs autumn,0.0,0.3333333333333333,,
pearson,по сезонам,0.35,day,winter vs spring,0.0,0.5,,
pearson,по сезонам,0.35,day,winter vs summer,0.0,0.25,,
pearson,по сезонам,0.35,day,winter vs autumn,0.0,0.0,,
pearson,по сезонам,0.35,day,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.35,day,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.35,day,summer vs autumn,0.0,0.3333333333333333,,
pearson,по сезонам,0.35,month,winter vs spring,1.0,0.0,,
pearson,по сезонам,0.35,month,winter vs summer,0.0,0.0,,
pearson,по сезонам,0.35,month,winter vs autumn,1.0,0.0,,
pearson,по сезонам,0.35,month,spring vs summer,0.0,0.5,,
pearson,по сезонам,0.35,month,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.35,month,summer vs autumn,0.0,0.0,,
pearson,по типу наблюдений,0.35,,,0.2,0.25,winter,hour vs day
pearson,по типу наблюдений,0.35,,,0.0,0.3333333333333333,winter,hour vs month
pearson,по типу наблюдений,0.35,,,0.0,0.0,winter,day vs month
pearson,по типу наблюдений,0.35,,,1.0,0.0,spring,hour vs day
pearson,по типу наблюдений,0.35,,,1.0,0.0,spring,hour vs month
pearson,по типу наблюдений,0.35,,,1.0,1.0,spring,day vs month
pearson,по типу наблюдений,0.35,,,0.0,0.5,summer,hour vs day
pearson,по типу наблюдений,0.35,,,0.0,0.0,summer,hour vs month
pearson,по типу наблюдений,0.35,,,0.0,0.25,summer,day vs month
pearson,по типу наблюдений,0.35,,,1.0,0.0,autumn,hour vs day
pearson,по типу наблюдений,0.35,,,1.0,0.0,autumn,hour vs month
pearson,по типу наблюдений,0.35,,,1.0,0.0,autumn,day vs month
kendall,по сезонам,0.35,hour,winter vs spring,0.0,0.3333333333333333,,
kendall,по сезонам,0.35,hour,winter vs summer,0.6,0.4,,
kendall,по сезонам,0.35,hour,winter vs autumn,0.0,0.3333333333333333,,
kendall,по сезонам,0.35,hour,spring vs summer,0.0,0.0,,
kendall,по сезонам,0.35,hour,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.35,hour,summer vs autumn,0.0,0.25,,
